3 1:0.145749 2:0.089289 3:0.033622 4:0.018237 5:0.090593 6:0.129315 7:0.252306 8:0.258017 9:0.258017 10:0.077385 11:0.042188 12:0.078790 13:0.108844 14:0.129021 15:0.214862 16:0.258017 17:0.208687 18:0.119590 19:0.258017 20:0.258017 21:0.095628 22:0.032404 23:0.105473 24:0.076323 25:0.211939 26:0.258017 27:0.258017 28:0.178843 29:0.085807 30:0.092299 31:0.111934 32:0.186125 33:0.115620 34:0.158676 35:0.183011 36:0.162845
8 1:0.104367 2:0.026279 3:0.017247 4:0.013882 5:0.009443 6:0.010864 7:0.020942 8:0.298032 9:0.358305 10:0.118941 11:0.025132 12:0.023360 13:0.015706 14:0.016594 15:0.025369 16:0.045844 17:0.358305 18:0.358305 19:0.358305 20:0.126967 21:0.008959 22:0.010085 23:0.014888 24:0.008604 25:0.011509 26:0.015563 27:0.263122 28:0.358305 29:0.116698 30:0.020508 31:0.014793 32:0.014845 33:0.022066 34:0.034017 35:0.060522 36:0.358305
8 1:0.384616 2:0.241992 3:0.019675 4:0.023645 5:0.009996 6:0.015900 7:0.007665 8:0.021681 9:0.175988 10:0.384616 11:0.263139 12:0.029945 13:0.039423 14:0.014064 15:0.027902 16:0.011995 17:0.034496 18:0.282228 19:0.384616 20:0.216057 21:0.003321 22:0.021659 23:0.032699 24:0.009212 25:0.030954 26:0.037588 27:0.206402 28:0.384616 29:0.199707 30:0.010558 31:0.023235 32:0.047932 33:0.017290 34:0.008292 35:0.007356 36:0.151265
8 1:0.165897 2:0.151943 3:0.099965 4:0.087378 5:0.120130 6:0.052986 7:0.176578 8:0.217786 9:0.219652 10:0.220218 11:0.217652 12:0.117470 13:0.093333 14:0.197408 15:0.072264 16:0.211959 17:0.220218 18:0.198456 19:0.071474 20:0.078267 21:0.033834 22:0.050284 23:0.186248 24:0.120654 25:0.220218 26:0.220218 27:0.220218 28:0.200129 29:0.219422 30:0.107843 31:0.113801 32:0.220218 33:0.115088 34:0.153998 35:0.183623 36:0.220218
8 1:0.126107 2:0.264577 3:0.203479 4:0.080698 5:0.099499 6:0.047541 7:0.115110 8:0.141597 9:0.125885 10:0.165163 11:0.160034 12:0.115335 13:0.044874 14:0.080446 15:0.078882 16:0.139631 17:0.241528 18:0.250198 19:0.283256 20:0.248033 21:0.127816 22:0.016271 23:0.064113 24:0.045783 25:0.123988 26:0.149101 27:0.283256 28:0.283256 29:0.159359 30:0.077055 31:0.010088 32:0.143280 33:0.060242 34:0.110110 35:0.264813 36:0.283256
3 1:0.232986 2:0.046549 3:0.051620 4:0.034326 5:0.041223 6:0.019127 7:0.019264 8:0.240893 9:0.325186 10:0.325186 11:0.049550 12:0.049488 13:0.023033 14:0.038489 15:0.037669 16:0.057709 17:0.146437 18:0.325186 19:0.219786 20:0.203034 21:0.194973 22:0.082339 23:0.067985 24:0.028645 25:0.029954 26:0.121949 27:0.325186 28:0.325186 29:0.152572 30:0.109439 31:0.045808 32:0.051092 33:0.041342 34:0.057356 35:0.088937 36:0.325186
8 1:0.426451 2:0.042264 3:0.022964 4:0.004889 5:0.005445 6:0.015643 7:0.013852 8:0.066369 9:0.426451 10:0.426451 11:0.048772 12:0.015171 13:0.004963 14:0.006338 15:0.008992 16:0.011038 17:0.087908 18:0.426451 19:0.134490 20:0.042136 21:0.047791 22:0.018491 23:0.072395 24:0.082975 25:0.062091 26:0.079887 27:0.133423 28:0.170811 29:0.047933 30:0.029238 31:0.033392 32:0.164760 33:0.090975 34:0.064679 35:0.092961 36:0.325793
8 1:0.042134 2:0.092362 3:0.073716 4:0.046475 5:0.090177 6:0.089744 7:0.279714 8:0.279714 9:0.092750 10:0.022675 11:0.008064 12:0.017091 13:0.031386 14:0.108009 15:0.234681 16:0.279714 17:0.279714 18:0.084253 19:0.186132 20:0.147710 21:0.091371 22:0.093886 23:0.149896 24:0.125897 25:0.170776 26:0.266715 27:0.279714 28:0.072559 29:0.044316 30:0.039107 31:0.040795 32:0.141150 33:0.273811 34:0.279714 35:0.279714 36:0.116525
8 1:0.229886 2:0.132172 3:0.065749 4:0.017941 5:0.162684 6:0.202276 7:0.263910 8:0.188521 9:0.219316 10:0.220355 11:0.189138 12:0.133877 13:0.076488 14:0.263910 15:0.184766 16:0.263910 17:0.263910 18:0.180531 19:0.203722 20:0.156751 21:0.066692 22:0.030287 23:0.079496 24:0.022000 25:0.049832 26:0.068487 27:0.169129 28:0.104334 29:0.223113 30:0.141832 31:0.045554 32:0.263910 33:0.156036 34:0.091969 35:0.120905 36:0.063278
8 1:0.129099 2:0.296692 3:0.296692 4:0.274530 5:0.106082 6:0.084826 7:0.050962 8:0.032517 9:0.076541 10:0.118881 11:0.143270 12:0.222611 13:0.167239 14:0.103068 15:0.078717 16:0.072816 17:0.075376 18:0.146046 19:0.062967 20:0.218522 21:0.296692 22:0.296692 23:0.104765 24:0.086651 25:0.073153 26:0.078048 27:0.066758 28:0.150974 29:0.125741 30:0.287158 31:0.169324 32:0.160776 33:0.194086 34:0.166542 35:0.118375 36:0.150058
