2 1:0.117316 2:0.012007 3:0.024684 4:0.029441 5:0.034409 6:0.053686 7:0.041766 8:0.178164 9:0.383110 10:0.088292 11:0.016440 12:0.036381 13:0.040016 14:0.044279 15:0.039299 16:0.051584 17:0.198868 18:0.383110 19:0.228999 20:0.016947 21:0.011204 22:0.009957 23:0.012424 24:0.011737 25:0.010796 26:0.268244 27:0.383110 28:0.157439 29:0.022372 30:0.020273 31:0.020025 32:0.028590 33:0.011643 34:0.017221 35:0.383110 36:0.383110
8 1:0.250280 2:0.170649 3:0.070049 4:0.029333 5:0.026585 6:0.040550 7:0.089346 8:0.171035 9:0.250280 10:0.250280 11:0.250280 12:0.169525 13:0.134640 14:0.068242 15:0.063362 16:0.112822 17:0.198762 18:0.233649 19:0.185914 20:0.095881 21:0.074936 22:0.095670 23:0.135882 24:0.091924 25:0.097562 26:0.213220 27:0.250280 28:0.241525 29:0.151902 30:0.185184 31:0.239449 32:0.157404 33:0.081017 34:0.077308 35:0.184507 36:0.250280
8 1:0.235416 2:0.281046 3:0.219343 4:0.043406 5:0.073849 6:0.074358 7:0.027976 8:0.026589 9:0.132104 10:0.281046 11:0.281046 12:0.235892 13:0.090676 14:0.108554 15:0.105677 16:0.047573 17:0.045478 18:0.111501 19:0.273052 20:0.281046 21:0.217099 22:0.052920 23:0.078394 24:0.105047 25:0.035511 26:0.037866 27:0.138350 28:0.251552 29:0.281046 30:0.262401 31:0.121788 32:0.123476 33:0.122503 34:0.073425 35:0.069782 36:0.111134
8 1:0.311995 2:0.055995 3:0.010900 4:0.008320 5:0.011124 6:0.011237 7:0.033083 8:0.157709 9:0.311995 10:0.311995 11:0.171432 12:0.004789 13:0.008552 14:0.021050 15:0.022214 16:0.066411 17:0.066759 18:0.311995 19:0.295168 20:0.112171 21:0.063880 22:0.029051 23:0.060540 24:0.051656 25:0.100399 26:0.128119 27:0.296555 28:0.311995 29:0.175516 30:0.064226 31:0.053100 32:0.081759 33:0.068059 34:0.185756 35:0.198028 36:0.305221
8 1:0.254188 2:0.254188 3:0.120698 4:0.050019 5:0.060989 6:0.043031 7:0.063654 8:0.094712 9:0.158205 10:0.244947 11:0.254188 12:0.142405 13:0.137362 14:0.118358 15:0.069235 16:0.112222 17:0.133218 18:0.143641 19:0.254188 20:0.254188 21:0.128388 22:0.101653 23:0.093390 24:0.044598 25:0.098836 26:0.074463 27:0.112573 28:0.254188 29:0.254188 30:0.254188 31:0.254188 32:0.254188 33:0.040589 34:0.095329 35:0.075416 36:0.199486
2 1:0.350990 2:0.030022 3:0.006018 4:0.003146 5:0.000509 6:0.000008 7:0.004317 8:0.054490 9:0.350990 10:0.350990 11:0.027255 12:0.012555 13:0.005616 14:0.001322 15:0.004008 16:0.003445 17:0.038611 18:0.350990 19:0.344752 20:0.017614 21:0.002709 22:0.003088 23:0.005325 24:0.000490 25:0.024271 26:0.041942 27:0.350990 28:0.350990 29:0.020769 30:0.002275 31:0.000374 32:0.004281 33:0.001305 34:0.015648 35:0.074078 36:0.350990
8 1:0.339517 2:0.034769 3:0.002673 4:0.007914 5:0.015931 6:0.011289 7:0.064625 8:0.272518 9:0.339517 10:0.339517 11:0.021344 12:0.002524 13:0.003597 14:0.013208 15:0.008457 16:0.055394 17:0.339517 18:0.339517 19:0.117576 20:0.032456 21:0.057935 22:0.012144 23:0.028480 24:0.051613 25:0.114278 26:0.216722 27:0.259699 28:0.181149 29:0.030371 30:0.019076 31:0.003497 32:0.036777 33:0.026166 34:0.107794 35:0.265148 36:0.262597
8 1:0.188378 2:0.284781 3:0.284781 4:0.200838 5:0.090517 6:0.024775 7:0.021581 8:0.026362 9:0.048111 10:0.179954 11:0.284781 12:0.284781 13:0.090606 14:0.068366 15:0.012328 16:0.006944 17:0.009409 18:0.056250 19:0.162468 20:0.284781 21:0.284781 22:0.269427 23:0.131688 24:0.031872 25:0.029282 26:0.033284 27:0.059013 28:0.155084 29:0.284781 30:0.284781 31:0.222682 32:0.105827 33:0.011955 34:0.005728 35:0.007968 36:0.060488
8 1:0.284110 2:0.118489 3:0.067077 4:0.056917 5:0.081042 6:0.093362 7:0.265478 8:0.284110 9:0.284110 10:0.284110 11:0.284110 12:0.031793 13:0.013939 14:0.025584 15:0.044386 16:0.147814 17:0.284110 18:0.284110 19:0.083443 20:0.028222 21:0.032793 22:0.034336 23:0.063821 24:0.047068 25:0.106799 26:0.216729 27:0.133497 28:0.057964 29:0.004915 30:0.015968 31:0.041907 32:0.127062 33:0.177769 34:0.193545 35:0.283266 36:0.188593
8 1:0.021421 2:0.074603 3:0.117170 4:0.280227 5:0.280227 6:0.159704 7:0.067273 8:0.021897 9:0.010759 10:0.018882 11:0.035106 12:0.076491 13:0.280227 14:0.280227 15:0.147796 16:0.047732 17:0.040806 18:0.018533 19:0.102446 20:0.221548 21:0.280227 22:0.280227 23:0.269034 24:0.088604 25:0.064371 26:0.022410 27:0.025130 28:0.123048 29:0.258487 30:0.246835 31:0.280227 32:0.233077 33:0.082955 34:0.081922 35:0.063432 36:0.060386
