4 1:0.358127 2:0.042426 3:0.012807 4:0.003348 5:0.002907 6:0.006279 7:0.002678 8:0.014557 9:0.294015 10:0.358127 11:0.083105 12:0.004750 13:0.000194 14:0.001874 15:0.000792 16:0.001430 17:0.021436 18:0.312249 19:0.358127 20:0.085555 21:0.020926 22:0.013999 23:0.013752 24:0.007351 25:0.005732 26:0.023145 27:0.358127 28:0.358127 29:0.147684 30:0.024918 31:0.005283 32:0.007496 33:0.002149 34:0.012683 35:0.043169 36:0.358127
8 1:0.219737 2:0.071979 3:0.081359 4:0.040953 5:0.041152 6:0.008220 7:0.060492 8:0.222146 9:0.275231 10:0.204090 11:0.122971 12:0.122839 13:0.087900 14:0.070990 15:0.038641 16:0.087923 17:0.196754 18:0.275231 19:0.275231 20:0.255922 21:0.098600 22:0.030142 23:0.029995 24:0.005976 25:0.033583 26:0.253831 27:0.275231 28:0.275231 29:0.275231 30:0.169492 31:0.037754 32:0.039014 33:0.035727 34:0.036753 35:0.202403 36:0.275231
8 1:0.218072 2:0.181713 3:0.115791 4:0.097900 5:0.088717 6:0.123839 7:0.199071 8:0.217810 9:0.184640 10:0.218072 11:0.139291 12:0.104473 13:0.116235 14:0.094742 15:0.080020 16:0.095461 17:0.185906 18:0.215953 19:0.157496 20:0.151479 21:0.164588 22:0.115519 23:0.182792 24:0.153491 25:0.218072 26:0.218072 27:0.157694 28:0.173990 29:0.183688 30:0.200184 31:0.103946 32:0.186284 33:0.162492 34:0.218072 35:0.192371 36:0.164674
8 1:0.282441 2:0.060318 3:0.018915 4:0.004670 5:0.002314 6:0.000662 7:0.006166 8:0.011295 9:0.188182 10:0.324286 11:0.036407 12:0.011736 13:0.001483 14:0.004380 15:0.006592 16:0.016919 17:0.020216 18:0.268387 19:0.389899 20:0.063051 21:0.011598 22:0.001050 23:0.004096 24:0.001064 25:0.010934 26:0.181425 27:0.389899 28:0.389899 29:0.012384 30:0.002141 31:0.000231 32:0.005505 33:0.010684 34:0.010507 35:0.227271 36:0.389899
8 1:0.140164 2:0.060840 3:0.072777 4:0.143962 5:0.110060 6:0.104532 7:0.073612 8:0.188899 9:0.178633 10:0.090921 11:0.064287 12:0.064838 13:0.103148 14:0.101654 15:0.087312 16:0.085705 17:0.198695 18:0.203119 19:0.236752 20:0.091339 21:0.075562 22:0.063585 23:0.066054 24:0.056068 25:0.077925 26:0.368652 27:0.368652 28:0.151064 29:0.061206 30:0.069324 31:0.039738 32:0.085737 33:0.054244 34:0.207430 35:0.368652 36:0.368652
4 1:0.095512 2:0.204773 3:0.206345 4:0.204928 5:0.145475 6:0.107317 7:0.057789 8:0.046718 9:0.043146 10:0.175406 11:0.299352 12:0.299352 13:0.160759 14:0.120713 15:0.014549 16:0.034277 17:0.038612 18:0.049269 19:0.223187 20:0.299352 21:0.299352 22:0.196762 23:0.120794 24:0.082383 25:0.014587 26:0.019105 27:0.046439 28:0.262923 29:0.299352 30:0.299352 31:0.120086 32:0.085329 33:0.020433 34:0.010610 35:0.001032 36:0.056198
8 1:0.307622 2:0.307622 3:0.307622 4:0.055398 5:0.046892 6:0.047552 7:0.012458 8:0.006756 9:0.093380 10:0.180176 11:0.307622 12:0.307622 13:0.230378 14:0.152865 15:0.111120 16:0.030471 17:0.062918 18:0.110649 19:0.054383 20:0.105135 21:0.281493 22:0.096636 23:0.109161 24:0.024494 25:0.010833 26:0.004300 27:0.023408 28:0.028819 29:0.105875 30:0.307622 31:0.307622 32:0.218474 33:0.046606 34:0.010681 35:0.016581 36:0.039407
8 1:0.134023 2:0.040696 3:0.040860 4:0.008871 5:0.017936 6:0.003635 7:0.018552 8:0.029270 9:0.157257 10:0.167501 11:0.058386 12:0.027410 13:0.014188 14:0.020239 15:0.016871 16:0.022823 17:0.052423 18:0.157180 19:0.468628 20:0.017376 21:0.008726 22:0.001355 23:0.015384 24:0.001176 25:0.005627 26:0.031999 27:0.468628 28:0.468628 29:0.031268 30:0.025582 31:0.018834 32:0.026015 33:0.024454 34:0.007644 35:0.056175 36:0.468628
8 1:0.100129 2:0.107701 3:0.101330 4:0.087840 5:0.265182 6:0.097753 7:0.122114 8:0.067137 9:0.059418 10:0.023913 11:0.108764 12:0.294719 13:0.189792 14:0.294719 15:0.075920 16:0.062390 17:0.025184 18:0.024710 19:0.114005 20:0.147168 21:0.106685 22:0.065338 23:0.283879 24:0.281782 25:0.291837 26:0.134322 27:0.090430 28:0.097949 29:0.294719 30:0.294719 31:0.159708 32:0.236184 33:0.131072 34:0.113276 35:0.046781 36:0.055611
8 1:0.070343 2:0.105590 3:0.102052 4:0.217550 5:0.248238 6:0.155100 7:0.116144 8:0.145638 9:0.150190 10:0.162137 11:0.099131 12:0.103264 13:0.008367 14:0.079985 15:0.059504 16:0.119542 17:0.124273 18:0.197344 19:0.110910 20:0.093479 21:0.136353 22:0.159488 23:0.245915 24:0.176725 25:0.161337 26:0.248238 27:0.150481 28:0.248238 29:0.214914 30:0.186868 31:0.111687 32:0.248238 33:0.064668 34:0.209653 35:0.248238 36:0.248238
