2 1:0.017564 2:0.009497 3:0.030104 4:0.013970 5:0.043957 6:0.193266 7:0.362745 8:0.255498 9:0.043190 10:0.011345 11:0.022265 12:0.045983 13:0.031877 14:0.061687 15:0.175102 16:0.362745 17:0.102644 18:0.037996 19:0.018640 20:0.004380 21:0.010830 22:0.010152 23:0.091052 24:0.300964 25:0.362745 26:0.212770 27:0.050423 28:0.011154 29:0.004876 30:0.010083 31:0.022666 32:0.152546 33:0.362745 34:0.362745 35:0.092375 36:0.022138
2 1:0.131273 2:0.056820 3:0.032232 4:0.054446 5:0.075186 6:0.166984 7:0.283893 8:0.283893 9:0.197438 10:0.096937 11:0.057282 12:0.036659 13:0.071411 14:0.122936 15:0.145623 16:0.255365 17:0.186417 18:0.136143 19:0.055525 20:0.054570 21:0.072284 22:0.044536 23:0.081156 24:0.176112 25:0.283893 26:0.241762 27:0.102678 28:0.051588 29:0.064778 30:0.060089 31:0.057752 32:0.283893 33:0.283893 34:0.283893 35:0.283893 36:0.168554
2 1:0.005499 2:0.002648 3:0.002034 4:0.042560 5:0.305745 6:0.305745 7:0.305745 8:0.092040 9:0.011296 10:0.011112 11:0.010365 12:0.003274 13:0.026640 14:0.197023 15:0.226212 16:0.265836 17:0.051750 18:0.034290 19:0.004184 20:0.002416 21:0.006522 22:0.036472 23:0.305745 24:0.305745 25:0.305745 26:0.021947 27:0.007007 28:0.011656 29:0.004745 30:0.004283 31:0.025960 32:0.305745 33:0.305745 34:0.260134 35:0.043141 36:0.029670
2 1:0.004613 2:0.002211 3:0.003681 4:0.014873 5:0.074709 6:0.334721 7:0.334721 8:0.127511 9:0.013866 10:0.005564 11:0.000901 12:0.004508 13:0.030092 14:0.158791 15:0.334721 16:0.334721 17:0.055017 18:0.026417 19:0.012517 20:0.014050 21:0.011826 22:0.028186 23:0.129518 24:0.334721 25:0.168772 26:0.026173 27:0.008994 28:0.005025 29:0.003325 30:0.004647 31:0.024033 32:0.334721 33:0.334721 34:0.334721 35:0.013949 36:0.003961
2 1:0.030985 2:0.015988 3:0.011730 4:0.032766 5:0.142380 6:0.262400 7:0.299500 8:0.132870 9:0.016435 10:0.081338 11:0.061118 12:0.035463 13:0.088613 14:0.299500 15:0.299500 16:0.299500 17:0.137778 18:0.083657 19:0.009230 20:0.002860 21:0.008029 22:0.034245 23:0.131648 24:0.185892 25:0.299500 26:0.080120 27:0.004778 28:0.065671 29:0.021856 30:0.028969 31:0.081782 32:0.299500 33:0.299500 34:0.299500 35:0.212198 36:0.086490
2 1:0.073378 2:0.049664 3:0.038647 4:0.010993 5:0.074569 6:0.179800 7:0.302289 8:0.302289 9:0.096809 10:0.099068 11:0.058970 12:0.042673 13:0.034070 14:0.109880 15:0.158964 16:0.302289 17:0.229702 18:0.201815 19:0.013889 20:0.045590 21:0.035947 22:0.024065 23:0.133599 24:0.270706 25:0.302289 26:0.155511 27:0.034040 28:0.027401 29:0.039677 30:0.022027 31:0.017189 32:0.300372 33:0.302289 34:0.302289 35:0.171310 36:0.039785
2 1:0.223766 2:0.131338 3:0.269005 4:0.241917 5:0.277436 6:0.214787 7:0.139385 8:0.046808 9:0.195560 10:0.073869 11:0.063791 12:0.074838 13:0.222339 14:0.277436 15:0.256827 16:0.150560 17:0.031029 18:0.086166 19:0.082533 20:0.057203 21:0.070430 22:0.133653 23:0.277436 24:0.151386 25:0.112780 26:0.035850 27:0.047285 28:0.075350 29:0.058261 30:0.060394 31:0.223707 32:0.277436 33:0.242313 34:0.167430 35:0.014535 36:0.042097
2 1:0.031042 2:0.012587 3:0.022354 4:0.021254 5:0.047144 6:0.219054 7:0.347006 8:0.184230 9:0.024071 10:0.059025 11:0.048636 12:0.094562 13:0.037696 14:0.080580 15:0.210424 16:0.347006 17:0.052829 18:0.074986 19:0.007494 20:0.008177 21:0.014655 22:0.027124 23:0.112905 24:0.341616 25:0.347006 26:0.042253 27:0.008129 28:0.035392 29:0.035948 30:0.097100 31:0.044284 32:0.289678 33:0.347006 34:0.347006 35:0.039831 36:0.021468
2 1:0.003689 2:0.001631 3:0.005937 4:0.011788 5:0.304043 6:0.415691 7:0.035854 8:0.008135 9:0.009131 10:0.006850 11:0.003547 12:0.003219 13:0.009730 14:0.178695 15:0.415691 16:0.097628 17:0.059423 18:0.022961 19:0.016394 20:0.007953 21:0.005042 22:0.016271 23:0.236777 24:0.415691 25:0.137861 26:0.047058 27:0.014480 28:0.015247 29:0.006372 30:0.003133 31:0.012223 32:0.241340 33:0.415691 34:0.155488 35:0.054426 36:0.031054
2 1:0.002312 2:0.002743 3:0.003424 4:0.008462 5:0.082510 6:0.304663 7:0.340343 8:0.118752 9:0.004069 10:0.008421 11:0.002650 12:0.005251 13:0.008733 14:0.072050 15:0.241432 16:0.340343 17:0.105137 18:0.024308 19:0.005643 20:0.009725 21:0.011268 22:0.017403 23:0.112399 24:0.272874 25:0.340343 26:0.095562 27:0.016357 28:0.008807 29:0.005859 30:0.008037 31:0.038657 32:0.340343 33:0.340343 34:0.340343 35:0.115743 36:0.018296
2 1:0.005483 2:0.012196 3:0.023836 4:0.045848 5:0.331538 6:0.331538 7:0.100094 8:0.009728 9:0.004401 10:0.063487 11:0.088010 12:0.059257 13:0.209060 14:0.331538 15:0.331538 16:0.085417 17:0.016054 18:0.056662 19:0.044741 20:0.046281 21:0.027037 22:0.027333 23:0.331538 24:0.280888 25:0.017961 26:0.009990 27:0.020127 28:0.068816 29:0.113988 30:0.079660 31:0.175943 32:0.331538 33:0.331538 34:0.028218 35:0.038747 36:0.042984
2 1:0.005675 2:0.000754 3:0.008929 4:0.012817 5:0.407617 6:0.358660 7:0.167361 8:0.008971 9:0.007314 10:0.007246 11:0.004341 12:0.008704 13:0.010774 14:0.407617 15:0.303382 16:0.115004 17:0.007415 18:0.006702 19:0.014797 20:0.008050 21:0.018378 22:0.051040 23:0.407617 24:0.175133 25:0.047169 26:0.007442 27:0.017116 28:0.013545 29:0.008045 30:0.008148 31:0.054478 32:0.407617 33:0.167826 34:0.015496 35:0.006420 36:0.020830
2 1:0.014596 2:0.016731 3:0.027675 4:0.039825 5:0.137387 6:0.308122 7:0.308122 8:0.127898 9:0.055483 10:0.029435 11:0.020380 12:0.004939 13:0.017984 14:0.112207 15:0.201708 16:0.304860 17:0.184385 18:0.087965 19:0.027228 20:0.029549 21:0.041729 22:0.079460 23:0.256095 24:0.308122 25:0.308122 26:0.061817 27:0.061926 28:0.039982 29:0.022118 30:0.011921 31:0.037784 32:0.308122 33:0.308122 34:0.308122 35:0.066704 36:0.102918
2 1:0.048936 2:0.016988 3:0.002681 4:0.001794 5:0.009816 6:0.032782 7:0.337836 8:0.337836 9:0.178048 10:0.019589 11:0.014607 12:0.001865 13:0.004002 14:0.017110 15:0.041528 16:0.337836 17:0.337836 18:0.050612 19:0.020644 20:0.004885 21:0.005964 22:0.015162 23:0.019332 24:0.059581 25:0.337836 26:0.337836 27:0.103747 28:0.017926 29:0.007632 30:0.003344 31:0.013399 32:0.029345 33:0.138603 34:0.337836 35:0.337836 36:0.082175
