5 1:0.084256 2:0.102693 3:0.151522 4:0.028686 5:0.059719 6:0.274133 7:0.311796 8:0.110517 9:0.029283 10:0.065321 11:0.246812 12:0.311796 13:0.113483 14:0.054819 15:0.078550 16:0.080033 17:0.030402 18:0.011996 19:0.103534 20:0.161152 21:0.158705 22:0.046354 23:0.135842 24:0.311796 25:0.311796 26:0.145751 27:0.018046 28:0.085008 29:0.311796 30:0.311796 31:0.068640 32:0.085135 33:0.181484 34:0.157725 35:0.066311 36:0.014736
5 1:0.295832 2:0.327825 3:0.130220 4:0.100990 5:0.086574 6:0.021170 7:0.032307 8:0.019336 9:0.102128 10:0.327825 11:0.327825 12:0.116569 13:0.056320 14:0.055305 15:0.013311 16:0.017777 17:0.020945 18:0.168675 19:0.327825 20:0.327825 21:0.146847 22:0.037785 23:0.069566 24:0.031171 25:0.040936 26:0.032761 27:0.118821 28:0.312781 29:0.327825 30:0.087297 31:0.015665 32:0.016171 33:0.026853 34:0.024462 35:0.030659 36:0.119814
5 1:0.073790 2:0.022869 3:0.009005 4:0.028761 5:0.054221 6:0.082658 7:0.231863 8:0.231863 9:0.167136 10:0.231863 11:0.231863 12:0.188986 13:0.170455 14:0.210940 15:0.231863 16:0.231863 17:0.231863 18:0.175578 19:0.118719 20:0.090657 21:0.032592 22:0.056976 23:0.042285 24:0.073035 25:0.171065 26:0.121695 27:0.096433 28:0.231863 29:0.231863 30:0.174221 31:0.098749 32:0.167462 33:0.218947 34:0.231863 35:0.196083 36:0.183720
5 1:0.040364 2:0.078783 3:0.127443 4:0.056833 5:0.021520 6:0.063758 7:0.105321 8:0.054173 9:0.042022 10:0.088200 11:0.271349 12:0.385070 13:0.074810 14:0.019157 15:0.043443 16:0.094024 17:0.021903 18:0.037430 19:0.105093 20:0.385070 21:0.385070 22:0.051951 23:0.099150 24:0.139404 25:0.186702 26:0.065052 27:0.090416 28:0.103996 29:0.385070 30:0.385070 31:0.058087 32:0.025381 33:0.012522 34:0.012442 35:0.002973 36:0.041505
5 1:0.061378 2:0.013750 3:0.017685 4:0.003908 5:0.102269 6:0.261222 7:0.261222 8:0.261222 9:0.142390 10:0.261222 11:0.133121 12:0.032809 13:0.004630 14:0.083563 15:0.261222 16:0.261222 17:0.261222 18:0.261222 19:0.027199 20:0.003844 21:0.002866 22:0.000673 23:0.014563 24:0.102970 25:0.261222 26:0.193251 27:0.072363 28:0.209982 29:0.066765 30:0.022253 31:0.005240 32:0.025091 33:0.117741 34:0.261222 35:0.261222 36:0.261222
5 1:0.228899 2:0.258324 3:0.193652 4:0.131239 5:0.064738 6:0.034302 7:0.020741 8:0.042042 9:0.080869 10:0.173659 11:0.258324 12:0.258324 13:0.258324 14:0.106072 15:0.064839 16:0.060945 17:0.094242 18:0.087646 19:0.258324 20:0.258324 21:0.183983 22:0.041080 23:0.070500 24:0.050651 25:0.118497 26:0.098194 27:0.219897 28:0.258324 29:0.258324 30:0.214841 31:0.102837 32:0.108917 33:0.098349 34:0.121981 35:0.146226 36:0.216358
5 1:0.019228 2:0.002752 3:0.065923 4:0.089440 5:0.103728 6:0.122358 7:0.111129 8:0.271787 9:0.271787 10:0.025262 11:0.024156 12:0.248943 13:0.271787 14:0.256297 15:0.183866 16:0.227906 17:0.271787 18:0.225170 19:0.013827 20:0.003502 21:0.024122 22:0.043809 23:0.067827 24:0.078324 25:0.101308 26:0.247793 27:0.193886 28:0.041453 29:0.006262 30:0.054989 31:0.120150 32:0.108060 33:0.102383 34:0.271787 35:0.271787 36:0.271787
5 1:0.071444 2:0.161495 3:0.151514 4:0.090541 5:0.127552 6:0.177808 7:0.290524 8:0.032563 9:0.017465 10:0.088320 11:0.290524 12:0.290524 13:0.031134 14:0.122782 15:0.115623 16:0.056393 17:0.008857 18:0.028437 19:0.048886 20:0.104465 21:0.124388 22:0.038746 23:0.263958 24:0.290524 25:0.290524 26:0.071985 27:0.012613 28:0.092151 29:0.232286 30:0.182032 31:0.047810 32:0.214435 33:0.290524 34:0.290524 35:0.054828 36:0.035302
5 1:0.193755 2:0.034558 3:0.013084 4:0.063271 5:0.141237 6:0.295854 7:0.295854 8:0.254386 9:0.143268 10:0.295854 11:0.210441 12:0.030341 13:0.049833 14:0.057835 15:0.084706 16:0.085359 17:0.086675 18:0.152563 19:0.171921 20:0.023890 21:0.003633 22:0.035313 23:0.145145 24:0.295854 25:0.295854 26:0.122649 27:0.154981 28:0.295854 29:0.130552 30:0.010087 31:0.014040 32:0.062062 33:0.136851 34:0.204816 35:0.102766 36:0.208655
5 1:0.307219 2:0.306605 3:0.017273 4:0.026019 5:0.079211 6:0.061133 7:0.065687 8:0.080238 9:0.162869 10:0.307219 11:0.307219 12:0.077071 13:0.031408 14:0.078948 15:0.043968 16:0.041038 17:0.056307 18:0.175195 19:0.307219 20:0.307219 21:0.013125 22:0.045288 23:0.155415 24:0.163747 25:0.182890 26:0.077325 27:0.153769 28:0.307219 29:0.307219 30:0.059518 31:0.020083 32:0.047748 33:0.040311 34:0.027840 35:0.027895 36:0.132905
5 1:0.251126 2:0.251126 3:0.059642 4:0.040461 5:0.110438 6:0.110063 7:0.061661 8:0.008619 9:0.090592 10:0.251126 11:0.251126 12:0.217536 13:0.089040 14:0.052110 15:0.033085 16:0.038326 17:0.039919 18:0.197368 19:0.251126 20:0.251126 21:0.109074 22:0.136377 23:0.251126 24:0.245302 25:0.178830 26:0.024973 27:0.075064 28:0.251126 29:0.251126 30:0.251126 31:0.189696 32:0.154246 33:0.047367 34:0.028082 35:0.047718 36:0.173758
5 1:0.056908 2:0.071467 3:0.059069 4:0.018290 5:0.097968 6:0.252543 7:0.188146 8:0.252543 9:0.146100 10:0.062391 11:0.252543 12:0.252543 13:0.206353 14:0.220899 15:0.252543 16:0.160142 17:0.204665 18:0.059840 19:0.183262 20:0.092612 21:0.051442 22:0.011110 23:0.039905 24:0.091698 25:0.101584 26:0.224155 27:0.252543 28:0.156095 29:0.192961 30:0.210249 31:0.045523 32:0.046810 33:0.116962 34:0.153444 35:0.252543 36:0.208195
